hani	latn
𩰢	srivs
𨽄	srivs
使	srivs
廁	ṯrivs
異	jivs
异	jivs
潩	jivs
食	jivs
巳	jivs
䔬	jivs
廙	jivs
置	trivs
𢐂	trivs
侍	divs
蒔	divs
秲	divs
事	d̦rivs
𩛌	d̦rivs
忌	civs
𨙬	civs
惎	civs
䋟	civs
鱀	civs
鵋	civs
𧳙	civs
誋	civs
諅	civs
梞	civs
畁	civs
帺	civs
𥭜	civs
熾	ŧivs
饎	ŧivs
𩜮	ŧivs
糦	ŧivs
幟	ŧivs
𢨒	ŧivs
哆	ŧivs
埴	ŧivs
意	qivs
鷾	qivs
𠃸	qivs
䵝	qivs
記	kivs
憙	xivs
嬉	xivs
䰯	givs
豙	givs
㘈	givs
譺	givs
㽈	givs
儗	givs
亟	ꝁivs
唭	ꝁivs
䀈	ꝁivs
未	myuis
味	myuis
菋	myuis
𩑵	myuis
䊊	myuis
沬	myuis
鮇	myuis
𡶎	myuis
貴	kyuis
瞶	kyuis
𠐽	kyuis
胃	hyuis
謂	hyuis
㥜	hyuis
媦	hyuis
𦩝	hyuis
緯	hyuis
彚	hyuis
蝟	hyuis
渭	hyuis
煟	hyuis
𩹂	hyuis
𨾂	hyuis
緭	hyuis
𢍚	hyuis
𦳢	hyuis
䬑	hyuis
圍	hyuis
魏	gyuis
犩	gyuis
沸	pyuis
疿	pyuis
芾	pyuis
茀	pyuis
誹	pyuis
鯡	pyuis
㹃	pyuis
𩰾	pyuis
𧙂	pyuis
䛍	pyuis
䟛	pyuis
費	ꝑyuis
髴	ꝑyuis
靅	ꝑyuis
𣙿	ꝑyuis
昲	ꝑyuis
䊧	ꝑyuis
𥽂	ꝁyuis
	ꝁyuis
𧝷	ꝁyuis
尉	qyuis
㷉	qyuis
熨	qyuis
慰	qyuis
畏	qyuis
罻	qyuis
犚	qyuis
蔚	qyuis
螱	qyuis
𧕈	qyuis
褽	qyuis
䲁	qyuis
諱	xyuis
卉	xyuis
芔	xyuis
泋	xyuis
𥝋	byuis
𤲳	byuis
狒	byuis
㵒	byuis
腓	byuis
怫	byuis
菲	byuis
屝	byuis
蜚	byuis
𧕿	byuis
䨾	byuis
翡	byuis
𡌦	byuis
萉	byuis
𩇪	byuis
痱	byuis
䠊	byuis
㔗	byuis
䆏	byuis
費	byuis
𧌘	byuis
𥄱	byuis
黂	byuis
蟦	byuis
旣	kivis
曁	kivis
禨	kivis
漑	kivis
𣢆	kivis
旡	kivis
蔇	kivis
毅	givis
𢖫	givis
豙	givis
𧅙	givis
藙	givis
顡	givis
䉨	givis
氣	ꝁivis
炁	ꝁivis
气	ꝁivis
盵	ꝁivis
䀈	ꝁivis
欷	xivis
唏	xivis
塈	xivis
愾	xivis
氣	xivis
餼	xivis
䊠	xivis
鎎	xivis
𢟪	xivis
熂	xivis
黖	xivis
霼	xivis
摡	xivis
䀈	xivis
𧱲	xivis
䮎	xivis
犔	xivis
忥	xivis
䤒	civis
幾	civis
衣	qivis
御	gios
馭	gios
語	gios
慮	lios
勴	lios
𥶌	lios
𠣊	lios
鑢	lios
櫖	lios
𩥆	lios
𡾅	lios
𦊼	lios
據	kios
鋸	kios
倨	kios
踞	kios
椐	kios
鐻	kios
澽	kios
𧣻	kios
䱟	kios
豦	kios
覰	ṯios
䁦	ṯios
刞	ṯios
坥	ṯios
䏣	ṯios
蜡	ṯios
㰦	ꝁios
去	ꝁios
麮	ꝁios
呿	ꝁios
鼁	ꝁios
胠	ꝁios
㧁	ꝁios
䒧	ꝁios
𩿟	ꝁios
署	dios
藷	dios
薯	dios
曙	dios
恕	šios
庶	šios
樜	šios
㵂	šios
著	trios
箸	trios
䬡	tios
翥	tios
𤳯	tios
䭖	tios
䘄	tios
𢉙	tios
𤳐	tios
𡻠	tios
㫂	tios
䟽	srios
捒	srios
㫹	srios
飫	qios
𩜏	qios
瘀	qios
鄔	qios
醧	qios
𢮁	qios
淤	qios
菸	qios
棜	qios
𡫽	qios
箸	drios
筯	drios
㾻	drios
除	drios
遽	cios
勮	cios
詎	cios
醵	cios
澽	cios
絮	sios
助	d̦rios
耡	d̦rios
麆	d̦rios
怚	țios
沮	țios
詛	țrios
阻	țrios
洳	nios
茹	nios
如	nios
豫	jios
預	jios
譽	jios
礜	jios
𩦡	jios
輿	jios
鸒	jios
悆	jios
𪋮	jios
𣝑	jios
藇	jios
蕷	jios
穥	jios
𡱣	jios
忬	jios
歟	jios
悇	jios
與	jios
澦	jios
𡒊	jios
噓	xios
女	nrios
絮	nrios
楚	ṯrios
儊	ṯrios
處	ŧios
䖏	ŧios
絮	ŧrios
悇	ŧrios
㾻	ŧrios
𡲁	zios
遇	gyos
寓	gyos
庽	gyos
媀	gyos
𤸒	gyos
禺	gyos
䴁	gyos
嫗	qyos
蓲	qyos
饇	qyos
樹	dyos
𦒸	dyos
澍	dyos
尌	dyos
𠊪	dyos
住	dryos
牏	dryos
逗	dryos
附	byos
坿	byos
袝	byos
賻	byos
駙	byos
鮒	byos
䠵	byos
蚹	byos
跗	byos
𠪻	byos
胕	byos
注	tyos
疰	tyos
罜	tyos
㹥	tyos
鑄	tyos
馵	tyos
註	tyos
炷	tyos
澍	tyos
霔	tyos
㺛	tyos
䎷	tyos
祩	tyos
𠴦	tyos
䪒	tyos
蛀	tyos
屨	kyos
句	kyos
蒟	kyos
絇	kyos
瞿	kyos
𥉁	kyos
怐	kyos
䈮	kyos
邭	kyos
䀠	kyos
昫	xyos
煦	xyos
酗	xyos
呴	xyos
姁	xyos
𧏺	xyos
戍	šyos
腧	šyos
輸	šyos
𧼯	šyos
䩱	šyos
隃	šyos
䠼	šyos
㲓	šyos
裕	jyos
䘱	jyos
覦	jyos
諭	jyos
喻	jyos
籲	jyos
𣈯	jyos
孺	nyos
𡦗	nyos
擩	nyos
㹘	nyos
赴	ꝑyos
𠓗	ꝑyos
䞯	ꝑyos
䎷	ꝑyos
豧	ꝑyos
簠	ꝑyos
訃	ꝑyos
䞳	ꝑyos
仆	ꝑyos
䟔	ꝑyos
婏	ꝑyos
務	myos
婺	myos
霧	myos
霚	myos
騖	myos
𦎦	myos
䨁	myos
蝥	myos
𨂣	myos
𦆞	myos
㡔	myos
嵍	myos
敄	myos
鶩	myos
緅	țyos
足	țyos
懼	cyos
具	cyos
埧	cyos
臞	cyos
芋	hyos
雨	hyos
羽	hyos
䨒	hyos
吁	hyos
埾	d̦yos
聚	d̦yos
捒	sryos
數	sryos
㡏	sryos
付	pyos
賦	pyos
傅	pyos
𩬙	pyos
陚	pyos
搏	pyos
娶	ṯyos
趣	ṯyos
註	tryos
鉒	tryos
駐	tryos
軴	tryos
住	tryos
𨙔	tryos
壴	tryos
咮	tryos
亍	tryos
驅	ꝁyos
𤛐	ꝁyos
菆	ṯryos
䜴	ṯryos
䐢	ṯryos
䦌	ŧryos
𢨸	ŧryos
尠	syos
屢	lyos
𡀿	lyos
暮	mos
慕	mos
募	mos
墓	mos
慔	mos
𥰻	mos
渡	dos
斁	dos
鍍	dos
度	dos
𥯖	dos
路	los
露	los
潞	los
輅	los
鷺	los
璐	los
賂	los
簬	los
簵	los
虂	los
𤻱	los
㿖	los
𦌕	los
妒	tos
妬	tos
秅	tos
秺	tos
奼	tos
𤴱	tos
𦘴	tos
𤴱	tos
㓃	tos
蠹	tos
螙	tos
殬	tos
斁	tos
菟	ŧos
兔	ŧos
吐	ŧos
鵵	ŧos
顧	kos
頋	kos
雇	kos
稒	kos
故	kos
酤	kos
沽	kos
痼	kos
固	kos
錮	kos
㽽	kos
鯝	kos
䍛	kos
棝	kos
凅	kos
誤	gos
悮	gos
寤	gos
忤	gos
啎	gos
迕	gos
遻	gos
晤	gos
悟	gos
逜	gos
窹	gos
捂	gos
娛	gos
䎸	gos
護	hos
瓠	hos
嫭	hos
婟	hos
頀	hos
互	hos
濩	hos
䇘	hos
冱	hos
枑	hos
䨼	hos
韄	hos
𧥮	hos
鱯	hos
擭	hos
𦊂	hos
𦬚	hos
訴	sos
愬	sos
𧪜	sos
泝	sos
遡	sos
素	sos
傃	sos
嗉	sos
膆	sos
𤤐	sos
塑	sos
塐	sos
䛾	sos
𤢘	sos
㨞	sos
祚	d̦os
胙	d̦os
阼	d̦os
𧃘	d̦os
飵	d̦os
𧇣	d̦os
秨	d̦os
笯	nos
怒	nos
布	pos
圃	pos
佈	pos
抪	pos
𠜙	pos
𧉩	pos
汙	qos
惡	qos
噁	qos
䜑	qos
怖	ꝑos
悑	ꝑos
鋪	ꝑos
誧	ꝑos
𤸵	ꝑos
厝	ṯos
措	ṯos
醋	ṯos
錯	ṯos
㳻	ṯos
絝	ꝁos
袴	ꝁos
庫	ꝁos
胯	ꝁos
䔯	ꝁos
苦	ꝁos
跨	ꝁos
捕	bos
哺	bos
步	bos
鞴	bos
餔	bos
鮬	bos
𩣝	bos
䒀	bos
𨛒	bos
鵏	bos
𤸵	bos
荹	bos
𩢕	bos
謼	xos
戽	xos
作	țos
霽	țeis
隮	țeis
躋	țeis
濟	țeis
擠	țeis
䰏	țeis
䶓	țeis
穧	țeis
帝	teis
諦	teis
嚏	teis
啑	teis
柢	teis
蔕	teis
螮	teis
蝃	teis
摕	teis
𦨢	teis
䠠	teis
疐	teis
骶	teis
僀	teis
𢰂	teis
䟡	teis
𤬵	teis
偙	teis
腣	teis
趆	teis
蝭	teis
䩚	teis
渧	teis
嚌	d̦eis
劑	d̦eis
穧	d̦eis
𨣧	d̦eis
眥	d̦eis
齊	d̦eis
齌	d̦eis
癠	d̦eis
懠	d̦eis
𪊆	d̦eis
替	ŧeis
𤾕	ŧeis
暜	ŧeis
㬱	ŧeis
鬀	ŧeis
剃	ŧeis
戻	ŧeis
𣧂	ŧeis
楴	ŧeis
涕	ŧeis
洟	ŧeis
䎮	ŧeis
𡲕	ŧeis
达	ŧeis
薙	ŧeis
𢝹	ŧeis
𧛒	ŧeis
殢	ŧeis
𣤖	ŧeis
𥫵	ŧeis
第	deis
弟	deis
遰	deis
髢	deis
鬀	deis
締	deis
睇	deis
悌	deis
娣	deis
禘	deis
軑	deis
釱	deis
鷤	deis
棣	deis
杕	deis
踶	deis
題	deis
遞	deis
𧡨	deis
㣇	deis
𢰂	deis
摕	deis
𧫚	deis
慸	deis
鯷	deis
𪂿	deis
墆	deis
𥶛	deis
逮	deis
砌	ṯeis
切	ṯeis
𥉻	ṯeis
妻	ṯeis
摖	ṯeis
䏅	ṯeis
䀙	ṯeis
𦕀	ṯeis
細	seis
𥿳	seis
些	seis
栖	seis
壻	seis
𣳦	seis
詣	geis
𢏗	geis
羿	geis
𦐧	geis
睨	geis
栺	geis
盻	geis
𧡎	geis
甈	geis
堄	geis
霓	geis
計	keis
係	keis
繼	keis
繫	keis
薊	keis
髻	keis
𨜒	keis
檕	keis
檵	keis
蘻	keis
轚	keis
㲅	keis
蒵	heis
䐼	heis
𦝜	heis
系	heis
𦃟	heis
妎	heis
禊	heis
繫	heis
瘛	heis
慀	heis
㨙	heis
盻	heis
䦏	heis
稧	heis
契	ꝁeis
栔	ꝁeis
罊	ꝁeis
䏿	ꝁeis
蟿	ꝁeis
𦩣	ꝁeis
𢢞	ꝁeis
𡢖	ꝁeis
䫔	ꝁeis
䁈	ꝁeis
翳	qeis
曀	qeis
枍	qeis
㥷	qeis
㝣	qeis
㙠	qeis
殪	qeis
瞖	qeis
医	qeis
𢟇	qeis
蘙	qeis
縊	qeis
豷	qeis
繄	qeis
㙪	qeis
𧬇	qeis
殹	qeis
謎	meis
㩢	meis
閉	peis
閇	peis
嬖	peis
箅	peis
㪏	peis
慧	hueis
憓	hueis
潓	hueis
惠	hueis
蟪	hueis
蕙	hueis
橞	hueis
繐	hueis
㩨	hueis
儶	hueis
譓	hueis
鏸	hueis
𦒎	hueis
桂	kueis
昋	kueis
炅	kueis
炔	kueis
筀	kueis
罣	kueis
𤰮	kueis
𣧎	kueis
䳏	kueis
嘒	xueis
嚖	xueis
暳	xueis
媲	ꝑeis
䠘	ꝑeis
睥	ꝑeis
渒	ꝑeis
濞	ꝑeis
𣹮	ꝑeis
𠞇	ꝑeis
薜	beis
䥍	beis
𥴬	beis
𨢡	beis
𣘥	beis
麗	leis
戾	leis
㑦	leis
隸	leis
隷	leis
儷	leis
𥃏	leis
綟	leis
劙	leis
𠠫	leis
唳	leis
蜧	leis
䓞	leis
沴	leis
荔	leis
捩	leis
欐	leis
𤃀	leis
𥶾	leis
涖	leis
悷	leis
栛	leis
丽	leis
蜦	leis
㸚	leis
珕	leis
𣛒	leis
㿛	leis
𧢮	leis
䕻	leis
𩘡	leis
離	leis
𣟌	leis
𥱻	ŧrʼeis
泥	neis
埿	neis
𢤇	neis
迡	neis
濘	neis
㰥	xeis
㚛	xeis
殢	xeis
祭	țieis
際	țieis
穄	țieis
鰶	țieis
𩯷	țieis
㦣	țieis
穧	țieis
歲	syeis
櫘	syeis
𦄑	syeis
繐	syeis
衞	hryeis
軎	hryeis
轊	hryeis
璏	hryeis
𥶽	hryeis
𧲝	hryeis
𧲔	hryeis
槥	hryeis
彗	hryeis
㦣	hryeis
讏	hryeis
𤜂	hryeis
熭	hryeis
芮	nyeis
汭	nyeis
枘	nyeis
蜹	nyeis
笍	nyeis
鈉	nyeis
贅	tyeis
𠭥	tyeis
𠻜	sryeis
毳	ṯyeis
韢	ṯyeis
脃	ṯyeis
膬	ṯyeis
脆	ṯyeis
帨	ṯyeis
竁	ṯyeis
𣃍	ṯyeis
𧑎	ṯyeis
㓹	ṯyeis
㯔	ṯyeis
𤂳	ṯyeis
銳	jyeis
銴	jyeis
叡	jyeis
睿	jyeis
䓲	jyeis
蜹	jyeis
綴	tryeis
醊	tryeis
畷	tryeis
笍	tryeis
䄌	tryeis
啜	tryeis
餟	tryeis
腏	tryeis
錣	tryeis
卂	tryeis
輟	tryeis
稅	šyeis
說	šyeis
裞	šyeis
蛻	šyeis
帨	šyeis
𢄢	šyeis
涗	šyeis
䬽	šyeis
䭨	šyeis
獘	bieis
斃	bieis
幣	bieis
㡀	bieis
敝	bieis
㯔	ṯryeis
𣃍	ṯryeis
竁	ṯryeis
毳	ṯryeis
篲	zyeis
𥱵	zyeis
鏏	zyeis
彗	zyeis
𪔊	zyeis
槥	zyeis
軎	zyeis
轊	zyeis
𢅫	zyeis
蔽	pieis
鄨	pieis
鷩	pieis
彆	pieis
劌	kryeis
鱖	kryeis
𠜾	kryeis
𨇙	kryeis
蹶	kryeis
𤜂	kryeis
袂	mieis
㡜	srieis
鎩	srieis
蔱	srieis
掣	ŧieis
瘛	ŧieis
懘	ŧieis
痸	ŧieis
𤸪	ŧieis
𢜳	ŧieis
銐	ŧieis
𤢻	ŧieis
制	tieis
𠛐	tieis
𦜗	tieis
淛	tieis
製	tieis
䎺	tieis
晢	tieis
䇽	tieis
𢝃	tieis
㝂	tieis
䱥	tieis
䀸	tieis
狾	tieis
𥍭	tieis
䩢	tieis
䭁	tieis
𤴟	tieis
迣	tieis
逝	dieis
忕	dieis
觢	dieis
噬	dieis
誓	dieis
𣂯	dieis
筮	dieis
簭	dieis
澨	dieis
銴	dieis
遾	dieis
𧻸	dieis
𦚨	dieis
曵	jieis
裔	jieis
𤤺	jieis
勩	jieis
泄	jieis
洩	jieis
𤵺	jieis
䎈	jieis
枻	jieis
詍	jieis
𢘽	jieis
𦒎	jieis
靾	jieis
跇	jieis
𠂆	jieis
袣	jieis
䄿	jieis
𪀕	jieis
㵝	jieis
㑜	jieis
抴	jieis
㛳	jieis
䇩	jieis
㹭	jieis
丿	jieis
㵩	jieis
𢂼	jieis
呭	jieis
䕍	jieis
䋵	qrieis
瘞	qrieis
餲	qrieis
𦝲	qrieis
䔽	qrieis
藝	gieis
埶	gieis
蓺	gieis
䆿	gieis
㦣	gieis
囈	gieis
槸	gieis
褹	gieis
滯	drieis
彘	drieis
蹛	drieis
銐	drieis
璏	drieis
𦭮	drieis
𩻼	drieis
例	lieis
厲	lieis
礪	lieis
勵	lieis
禲	lieis
癘	lieis
㾐	lieis
鮤	lieis
濿	lieis
砅	lieis
蠣	lieis
蠇	lieis
櫔	lieis
𩧃	lieis
䮋	lieis
䅀	lieis
𥣭	lieis
𧸱	lieis
糲	lieis
巁	lieis
犡	lieis
栵	lieis
𢂥	lieis
𢤆	lieis
洌	lieis
憩	ꝁrieis
𡳅	ꝁrieis
䔾	ꝁrieis
愒	ꝁrieis
揭	ꝁrieis
甈	ꝁrieis
丗	šieis
勢	šieis
貰	šieis
猘	krieis
𦇧	krieis
罽	krieis
𣯅	krieis
瀱	krieis
訐	krieis
彐	krieis
蘮	krieis
㿃	trieis
偈	crieis
啜	dyeis
跇	ŧrieis
𧼪	ŧrieis
傺	ŧrieis
𢘽	ŧrieis
慸	ŧrieis
㑜	ŧrieis
䀸	ŧrieis
䚢	ŧrieis
揥	ŧrieis
䟷	ŧrieis
𨂰	ŧrieis
𥉻	ŧrieis
𨮱	dryeis
㓷	grieis
蕝	țyeis
𧑎	țyeis
㨹	țyeis
潎	ꝑieis
𥏙	ꝁyois
䂕	xyois
泰	ŧais
忕	ŧais
太	ŧais
汰	ŧais
蓋	kais
匃	kais
丐	kais
艾	gais
𧰿	gais
鴱	gais
藹	qais
壒	qais
馤	qais
靄	qais
𣋞	qais
䔽	qais
𣩱	qais
𢣏	qais
𪕭	qais
曖	qais
柰	nais
奈	nais
㲡	nais
𩹟	nais
渿	nais
大	dais
汏	dais
軑	dais
釱	dais
䲦	dais
𪐝	dais
忕	dais
㐲	dais
害	hais
夆	hais
妎	hais
𢞐	hais
帶	tais
跢	tais
㿃	tais
蹛	tais
𢄔	tais
艜	tais
摕	tais
貝	pais
沛	pais
𨙶	pais
鋇	pais
芾	pais
䟺	pais
狽	pais
㸬	pais
伂	pais
䰽	pais
茷	pais
𣬪	pais
𥄔	pais
𢂏	pais
霈	ꝑais
浿	ꝑais
沛	ꝑais
𥄔	ꝑais
㤄	ꝑais
會	huais
䢈	huais
𨘇	huais
禬	huais
繪	huais
兊	duais
𩊭	duais
綐	duais
銳	duais
㟋	duais
儈	kuais
膾	kuais
鱠	kuais
襘	kuais
禬	kuais
檜	kuais
旝	kuais
巜	kuais
澮	kuais
鄶	kuais
廥	kuais
䯤	kuais
鬠	kuais
劊	kuais
會	kuais
䐴	kuais
𢶒	kuais
獪	kuais
最	țuais
𢃒	țuais
𧎹	țuais
𧬨	xuais
噦	xuais
翽	xuais
鐬	xuais
渙	xuais
濊	xuais
𥢶	ꝁuais
酹	luais
頪	luais
㲕	luais
䬽	luais
㱻	luais
外	guais
祋	tuais
懀	quais
濊	quais
薈	quais
嬒	quais
䶐	quais
瞺	quais
䵳	quais
蕞	d̦uais
𥳣	d̦uais
𥕸	suais
𣩡	suais
𥊴	suais
襊	ṯuais
𨅎	ṯuais
𥨒	ṯuais
旆	bais
䟺	bais
軷	bais
磕	ꝁais
䳚	ꝁais
轄	ꝁais
愒	ꝁais
溘	ꝁais
𥎆	ꝁais
𩫀	ꝁais
㪡	ꝁais
𨜴	ꝁais
蔡	ṯais
𣞖	ṯais
𪇭	ṯais
賴	lais
籟	lais
癩	lais
瀨	lais
糲	lais
䄤	lais
藾	lais
䓶	lais
犡	lais
䲚	lais
𨇆	lais
㸊	lais
鵣	lais
𡂖	lais
餀	xais
𦤦	xais
㺔	xais
𤵽	xais
𩹄	xais
娧	ŧuais
蛻	ŧuais
駾	ŧuais
毻	ŧuais
裞	ŧuais
昧	mais
沬	mais
枺	mais
𦦣	ṯuais
卦	krues
挂	krues
掛	krues
詿	krues
𡐠	krues
罣	krues
懈	kres
解	kres
繲	kres
廨	kres
薢	kres
㾏	kres
隘	qres
𨽴	qres
阸	qres
㿄	qres
䅬	qres
賹	qres
邂	hres
解	hres
賣	mres
畫	hrues
詿	hrues
罣	hrues
絓	hrues
澅	hrues
黊	hrues
繣	hrues
纗	hrues
孈	hrues
差	ṯres
瘥	ṯres
衩	ṯres
杈	ṯres
㳗	ṯres
訍	ṯres
𧪘	ṯres
睚	gres
謑	xres
庍	pres
粺	bres
稗	bres
𪐄	bres
杷	bres
㾹	d̦res
眦	d̦res
派	ꝑres
𠂢	ꝑres
𥿯	ꝑres
𣏕	ꝑres
㵺	ꝑres
㭛	ꝑres
𣎵	ꝑres
債	țres
𡢖	ꝁres
𨛖	ꝁres
曬	sres
䵘	sres
𨢦	sres
汛	sres
洒	sres
諣	xrues
㠔	pres
膪	trues
𢕮	trues
怪	krueis
恠	krueis
𥑋	krueis
𦳋	krueis
𣀤	krueis
壞	krueis
𡌪	krueis
㧔	krueis
噫	qreis
呃	qreis
瘵	țreis
祭	țreis
𨝋	țreis
誡	kreis
戒	kreis
界	kreis
介	kreis
屆	kreis
疥	kreis
玠	kreis
㝏	kreis
㠹	kreis
砎	kreis
魪	kreis
尬	kreis
价	kreis
䯰	kreis
悈	kreis
䲸	kreis
艐	kreis
䁓	kreis
芥	kreis
衸	kreis
丯	kreis
𠨴	kreis
𩡺	kreis
褹	nreis
譮	xreis
欸	xreis
㖑	xreis
齂	xreis
噧	xreis
䜕	xreis
㞒	xreis
𢗊	xreis
𡘌	xreis
械	hreis
䪥	hreis
薤	hreis
齘	hreis
䦏	hreis
瀣	hreis
㒠	hreis
韰	hreis
𤡧	hreis
衸	hreis
㳦	hreis
𦗐	greis
譺	greis
𢟰	greis
𧏹	greis
蒯	ꝁrueis
喟	ꝁrueis
嬇	ꝁrueis
㕟	ꝁrueis
䈛	ꝁrueis
簣	ꝁrueis
嘳	ꝁrueis
蕢	ꝁrueis
墤	ꝁrueis
𢷎	preis
拜	preis
扒	preis
湃	ꝑreis
浿	ꝑreis
壞	hrueis
𡎯	hrueis
蘾	hrueis
聵	grueis
𦖥	grueis
𩔀	grueis
𢟡	breis
憊	breis
𤸶	breis
韝	breis
𣡖	breis
𦩋	breis
棑	breis
㶔	breis
䀛	mreis
𧱘	mreis
韎	mreis
𧱳	xrueis
躛	xrueis
𣟉	xrueis
𣸎	xrueis
咶	xrueis
鎩	sreis
𧜁	sreis
殺	sreis
閷	sreis
烗	ꝁreis
𤈪	ꝁreis
劾	ꝁreis
揩	ꝁreis
顡	ŧrueis
夬	kruais
獪	kruais
䈛	kruais
快	ꝁruais
噲	ꝁruais
𥢶	ꝁruais
駃	ꝁruais
璯	ꝁruais
邁	mrais
勱	mrais
䜕	mrais
佅	mrais
話	hruais
敗	brais
贁	brais
䢙	brais
唄	brais
䵳	qruais
䶐	qruais
懀	qruais
嘬	ṯruais
䴝	ṯruais
𣤌	ṯruais
𠽶	ṯruais
犗	krais
𧜅	krais
蠆	ŧrais
慸	ŧrais
喝	qrais
餲	qrais
嗄	qrais
䬵	qrais
欬	qrais
𠱡	srais
𦤧	drais
䜕	xrais
𦤬	xrais
咶	xruais
敗	prais
啐	ṯʼruais
寨	d̦rais
砦	d̦rais
㕢	hrais
隊	duis
䨴	duis
薱	duis
憝	duis
憞	duis
譈	duis
鐓	duis
錞	duis
䃍	duis
䯟	duis
𩐌	duis
濧	duis
佩	buis
珮	buis
孛	buis
鄁	buis
邶	buis
偝	buis
誖	buis
悖	buis
背	buis
㻗	buis
𢂤	buis
苝	buis
妹	muis
昧	muis
眛	muis
每	muis
痗	muis
瑁	muis
黴	muis
莓	muis
䍙	muis
脢	muis
䆀	muis
配	ꝑuis
胐	ꝑuis
妃	ꝑuis
嶏	ꝑuis
誨	xuis
悔	xuis
晦	xuis
𠧩	xuis
靧	xuis
頮	xuis
秏	xuis
痗	xuis
𩔁	xuis
詯	xuis
𣴵	xuis
對	tuis
𡭊	tuis
碓	tuis
𣝉	tuis
轛	tuis
𠏮	tuis
倅	ṯuis
淬	ṯuis
焠	ṯuis
䃀	ṯuis
啐	ṯuis
晬	țuis
祽	țuis
𪓌	țuis
綷	țuis
𢃒	țuis
捘	țuis
夎	țuis
𩲄	quis
㕈	quis
隈	quis
退	ŧuis
𢓴	ŧuis
𨓤	ŧuis
㥆	ŧuis
𡯵	ŧuis
憒	kuis
幗	kuis
刏	kuis
慖	kuis
䵋	kuis
䐴	kuis
簂	kuis
䈐	kuis
𪏤	kuis
蔮	kuis
潰	huis
迴	huis
繢	huis
嬇	huis
殨	huis
闠	huis
䔇	huis
螝	huis
詯	huis
膭	huis
僓	huis
䜋	huis
䛛	huis
塊	ꝁuis
凷	ꝁuis
堁	ꝁuis
碎	suis
𤭢	suis
誶	suis
啐	suis
繀	suis
内	nuis
纇	luis
耒	luis
儽	luis
攂	luis
酹	luis
蘱	luis
㔣	luis
䒹	luis
𥣬	luis
𡔇	luis
礧	luis
䣂	luis
銇	luis
錑	luis
背	puis
輩	puis
誖	puis
磑	guis
蚚	huis
代	dvis
岱	dvis
黛	dvis
黱	dvis
逮	dvis
埭	dvis
𡍖	dvis
帒	dvis
袋	dvis
甙	dvis
𨠾	dvis
瑇	dvis
靆	dvis
載	țvis
再	țvis
縡	țvis
𨚵	țvis
𩛥	țvis
䵧	țvis
䆀	muis
脄	muis
賽	svis
簺	svis
塞	svis
𢞝	svis
貸	ŧvis
儓	ŧvis
態	ŧvis
曃	ŧvis
漑	kvis
槩	kvis
摡	kvis
㕢	kvis
𠌰	kvis
㧉	kvis
慨	ꝁvis
愾	ꝁvis
欬	ꝁvis
鎧	ꝁvis
闓	ꝁvis
嘅	ꝁvis
礙	gvis
硋	gvis
䙷	gvis
閡	gvis
儗	gvis
懝	gvis
𥝌	gvis
愛	qvis
㤅	qvis
𢟪	qvis
曖	qvis
僾	qvis
𥴨	qvis
靉	qvis
薆	qvis
璦	qvis
瀣	hvis
㤥	hvis
劾	hvis
耐	nvis
螚	nvis
鼐	nvis
能	nvis
佴	nvis
𣉘	nvis
耏	nvis
戴	tvis
賚	lvis
萊	lvis
睞	lvis
徠	lvis
勑	lvis
㾢	lvis
誺	lvis
䚅	lvis
逨	lvis
菜	ṯvis
埰	ṯvis
棌	ṯvis
䰂	ṯvis
䐆	ṯvis
載	d̦vis
裁	d̦vis
纔	d̦vis
在	d̦vis
酨	d̦vis
栽	d̦vis
𣿐	d̦vis
儗	xvis
廢	pyois
癈	pyois
𤼺	pyois
橃	pyois
袚	pyois
𥳊	pyois
䉬	pyois
䚨	pyois
砩	pyois
肺	ꝑyois
杮	ꝑyois
㤄	ꝑyois
䑔	ꝑyois
穢	qyois
薉	qyois
濊	qyois
獩	qyois
饖	qyois
䮹	qyois
吠	byois
茷	byois
𩵥	byois
鼣	byois
喙	xyois
𤸁	xyois
𣨶	xyois
𧾣	xyois
餯	xyois
顪	xyois
𤜂	cyois
刈	giais
乂	giais
㲼	giais
㣻	giais
𩾘	giais
艾	giais
䖊	giais
䢃	giais
震	tins
振	tins
賑	tins
娠	tins
侲	tins
挋	tins
袗	tins
𩒉	tins
䟴	tins
䢻	tins
䳲	tins
信	sins
訊	sins
訙	sins
迅	sins
囟	sins
顖	sins
卂	sins
汛	sins
𤜢	sins
奞	sins
阠	sins
刃	nins
認	nins
肕	nins
韌	nins
仞	nins
軔	nins
牣	nins
杒	nins
訒	nins
𢂻	nins
䀼	nins
𦙍	jins
酳	jins
靷	jins
引	jins
𣌾	jins
濥	jins
䏖	jins
𢯼	jins
洕	jins
鈏	jins
𨋙	jins
遴	lins
吝	lins
悋	lins
磷	lins
閵	lins
𥳞	lins
粦	lins
燐	lins
藺	lins
轥	lins
轔	lins
䗲	lins
𩕔	lins
𠄈	lins
麐	lins
䉮	lins
𦺸	lins
瞵	lins
橉	lins
鏻	lins
甐	lins
𧶆	lins
𧖔	lins
𤌎	lins
疄	lins
撛	lins
㔂	lins
躙	lins
儐	pins
擯	pins
殯	pins
鬢	pins
覕	pins
𧸈	pins
䚔	pins
敶	drins
陳	drins
陣	drins
診	drins
𨳌	drins
愼	dins
昚	dins
蜃	dins
眒	šins
阠	šins
抻	šins
